inventory_id,product_id,stock_quantity,warehouse_location,last_updated
75,75,194,Mumbai Warehouse C,2025-10-12 06:28:54
76,76,129,Jaipur Warehouse A,2026-05-26 02:06:54
77,77,114,Kolkata Warehouse F,2025-10-26 11:18:11
78,78,318,Delhi Warehouse B,2025-07-21 02:42:39
79,79,238,Kolkata Warehouse F,2025-09-26 19:31:03
80,80,398,Delhi Warehouse B,2025-11-27 13:13:58
81,81,203,Kolkata Warehouse F,2026-01-04 12:47:46
82,82,412,Jaipur Warehouse A,2026-06-28 15:49:38
83,83,35,Bengaluru Warehouse E,2026-06-24 07:28:56
84,84,325,Chennai Warehouse D,2025-12-07 17:39:18
85,85,315,Bengaluru Warehouse E,2026-05-26 14:52:55
86,86,425,Jaipur Warehouse A,2025-10-27 00:09:39
87,87,172,Jaipur Warehouse A,2026-05-02 08:08:34
88,88,174,Mumbai Warehouse C,2026-06-27 13:12:52
89,89,43,Delhi Warehouse B,2026-04-10 01:55:08
90,90,229,Jaipur Warehouse A,2026-02-04 07:13:58
91,91,188,Chennai Warehouse D,2026-07-09 19:15:25
92,92,138,Mumbai Warehouse C,2026-03-27 01:40:36
93,93,486,Kolkata Warehouse F,2026-03-29 04:05:19
94,94,500,Bengaluru Warehouse E,2026-05-31 21:19:10
95,95,154,Jaipur Warehouse A,2026-07-09 06:01:57
96,96,326,Chennai Warehouse D,2025-06-27 18:23:33
97,97,94,Jaipur Warehouse A,2025-12-29 16:29:16
98,98,322,Kolkata Warehouse F,2026-04-04 14:17:25
99,99,60,Bengaluru Warehouse E,2026-05-05 15:44:38
100,100,152,Bengaluru Warehouse E,2026-05-26 09:54:04
101,101,320,Delhi Warehouse B,2026-01-02 22:48:30
102,102,1,Chennai Warehouse D,2026-04-17 11:58:37
103,103,359,Chennai Warehouse D,2025-09-05 05:41:44
104,104,217,Jaipur Warehouse A,2025-11-25 06:22:08
105,105,405,Mumbai Warehouse C,2025-12-20 01:06:57
106,106,256,Bengaluru Warehouse E,2026-02-08 05:32:30
107,107,309,Mumbai Warehouse C,2025-09-18 09:35:16
108,108,391,Kolkata Warehouse F,2025-08-14 10:46:21
109,109,469,Mumbai Warehouse C,2026-02-18 23:21:17
110,110,178,Chennai Warehouse D,2026-03-06 18:57:29
111,111,147,Kolkata Warehouse F,2026-04-08 14:27:16
112,112,59,Chennai Warehouse D,2026-03-27 22:38:40
113,113,265,Mumbai Warehouse C,2026-06-17 21:22:36
114,114,474,Mumbai Warehouse C,2026-03-19 01:20:21
115,115,159,Bengaluru Warehouse E,2025-05-14 15:17:35
116,116,236,Jaipur Warehouse A,2025-07-27 17:17:53
117,117,241,Delhi Warehouse B,2026-04-09 11:13:23
118,118,382,Delhi Warehouse B,2026-02-13 07:38:06
119,119,144,Kolkata Warehouse F,2025-08-22 21:18:14
120,120,170,Bengaluru Warehouse E,2026-04-25 02:42:42
121,121,292,Chennai Warehouse D,2025-10-04 04:37:03
122,122,197,Kolkata Warehouse F,2026-07-04 07:55:16
123,123,169,Jaipur Warehouse A,2026-06-28 06:46:18
124,124,209,Kolkata Warehouse F,2025-08-20 20:45:12
125,125,332,Jaipur Warehouse A,2026-03-13 08:04:45
126,126,316,Jaipur Warehouse A,2025-07-30 05:38:31
127,127,389,Kolkata Warehouse F,2025-06-04 12:42:12
128,128,166,Jaipur Warehouse A,2025-09-21 14:06:19
129,129,289,Kolkata Warehouse F,2026-01-25 23:27:10
130,130,349,Delhi Warehouse B,2026-06-14 15:53:13
131,131,130,Kolkata Warehouse F,2025-12-27 14:36:19
132,132,483,Mumbai Warehouse C,2026-04-05 06:45:33
133,133,101,Chennai Warehouse D,2026-02-27 07:46:54
134,134,358,Mumbai Warehouse C,2025-08-27 07:57:09
135,135,466,Bengaluru Warehouse E,2026-02-28 21:55:06
136,136,317,Mumbai Warehouse C,2025-09-11 22:04:00
137,137,17,Bengaluru Warehouse E,2026-04-30 02:17:34
138,138,102,Delhi Warehouse B,2026-02-25 14:14:48
139,139,495,Mumbai Warehouse C,2026-06-04 05:30:47
140,140,440,Kolkata Warehouse F,2026-04-02 11:57:05
141,141,63,Chennai Warehouse D,2026-05-04 08:09:59
142,142,241,Jaipur Warehouse A,2026-02-27 05:21:05
143,143,421,Chennai Warehouse D,2026-06-07 20:56:29
144,144,155,Chennai Warehouse D,2025-04-30 02:19:36
145,145,343,Kolkata Warehouse F,2026-05-13 23:06:53
146,146,208,Mumbai Warehouse C,2026-04-27 08:49:24
147,147,50,Kolkata Warehouse F,2026-03-01 08:46:03
148,148,495,Jaipur Warehouse A,2026-05-16 14:50:02
149,149,402,Mumbai Warehouse C,2025-08-17 11:18:17
150,150,106,Bengaluru Warehouse E,2026-04-18 09:35:17
151,151,66,Bengaluru Warehouse E,2025-11-04 01:42:43
152,152,404,Delhi Warehouse B,2026-05-22 22:37:37
153,153,269,Jaipur Warehouse A,2025-12-18 15:40:37
154,154,257,Delhi Warehouse B,2026-01-03 22:10:59
155,155,433,Chennai Warehouse D,2026-03-31 19:26:55
156,156,164,Bengaluru Warehouse E,2025-06-27 23:11:11
157,157,364,Mumbai Warehouse C,2026-05-15 21:14:52
158,158,50,Kolkata Warehouse F,2026-01-14 13:54:47
159,159,173,Chennai Warehouse D,2026-04-22 06:28:42
160,160,191,Delhi Warehouse B,2026-04-10 17:07:33
161,161,381,Kolkata Warehouse F,2025-12-31 10:43:56
162,162,168,Kolkata Warehouse F,2026-04-06 00:10:33
163,163,495,Mumbai Warehouse C,2026-05-22 07:28:46
164,164,336,Chennai Warehouse D,2025-10-22 08:36:24
165,165,293,Delhi Warehouse B,2026-06-14 20:44:10
166,166,359,Mumbai Warehouse C,2025-12-11 05:31:28
167,167,35,Delhi Warehouse B,2025-11-20 04:54:23
168,168,189,Mumbai Warehouse C,2026-01-10 05:15:24
169,169,25,Kolkata Warehouse F,2026-05-03 19:26:13
170,170,212,Mumbai Warehouse C,2026-03-04 01:32:57
171,171,249,Bengaluru Warehouse E,2026-06-10 11:21:18
172,172,3,Delhi Warehouse B,2025-10-04 16:04:25
173,173,254,Kolkata Warehouse F,2025-12-07 12:05:13
174,174,286,Kolkata Warehouse F,2026-06-30 02:43:51
175,175,471,Jaipur Warehouse A,2026-04-24 16:22:36
176,176,148,Jaipur Warehouse A,2026-04-27 17:33:16
177,177,45,Chennai Warehouse D,2025-11-19 04:08:20
178,178,445,Mumbai Warehouse C,2026-03-16 06:07:08
179,179,271,Bengaluru Warehouse E,2025-08-28 04:14:15
180,180,131,Delhi Warehouse B,2025-09-06 12:10:27
181,181,252,Chennai Warehouse D,2026-06-27 11:24:43
182,182,165,Kolkata Warehouse F,2026-05-31 18:35:12
183,183,407,Mumbai Warehouse C,2026-04-10 21:24:49
184,184,19,Jaipur Warehouse A,2026-05-10 05:10:06
185,185,196,Chennai Warehouse D,2026-05-22 12:57:36
186,186,333,Delhi Warehouse B,2026-05-22 10:52:33
187,187,52,Mumbai Warehouse C,2026-01-18 16:21:50
188,188,268,Bengaluru Warehouse E,2026-02-07 23:02:15
189,189,347,Bengaluru Warehouse E,2025-10-11 03:42:09
190,190,145,Mumbai Warehouse C,2026-06-19 07:39:27
191,191,158,Kolkata Warehouse F,2026-06-27 23:26:13
192,192,329,Mumbai Warehouse C,2025-12-09 04:56:07
193,193,185,Mumbai Warehouse C,2025-06-04 04:11:09
194,194,79,Jaipur Warehouse A,2025-12-03 14:22:05
195,195,448,Bengaluru Warehouse E,2025-11-09 11:12:30
196,196,414,Delhi Warehouse B,2026-06-12 17:51:33
197,197,145,Kolkata Warehouse F,2026-07-05 08:42:38
198,198,462,Delhi Warehouse B,2026-03-12 17:20:51
199,199,270,Chennai Warehouse D,2026-02-27 02:06:20
200,200,283,Jaipur Warehouse A,2026-05-04 16:31:08
201,201,75,Chennai Warehouse D,2026-02-21 13:00:17
202,202,257,Mumbai Warehouse C,2026-02-04 12:02:54
203,203,429,Kolkata Warehouse F,2025-12-04 09:18:29
204,204,356,Delhi Warehouse B,2026-05-30 07:39:14
205,205,131,Delhi Warehouse B,2025-05-11 21:30:20
206,206,121,Mumbai Warehouse C,2025-09-29 02:18:41
207,207,428,Chennai Warehouse D,2026-07-04 14:33:46
208,208,149,Chennai Warehouse D,2025-04-23 17:37:38
209,209,342,Jaipur Warehouse A,2026-06-26 10:40:56
210,210,283,Jaipur Warehouse A,2026-04-16 02:25:01
211,211,382,Jaipur Warehouse A,2025-12-02 16:44:22
212,212,68,Jaipur Warehouse A,2026-01-31 02:15:40
213,213,356,Chennai Warehouse D,2026-04-29 13:18:02
214,214,22,Delhi Warehouse B,2025-07-09 03:06:42
215,215,242,Mumbai Warehouse C,2026-03-05 21:29:27
216,216,443,Kolkata Warehouse F,2025-10-22 22:39:22
217,217,458,Chennai Warehouse D,2026-04-19 05:20:06
218,218,136,Jaipur Warehouse A,2026-06-29 12:26:52
219,219,279,Mumbai Warehouse C,2026-01-25 15:46:03
220,220,367,Chennai Warehouse D,2026-04-30 05:59:29
221,221,314,Chennai Warehouse D,2026-01-16 11:13:23
222,222,487,Jaipur Warehouse A,2025-08-24 03:58:14
223,223,398,Kolkata Warehouse F,2025-11-22 13:42:04
224,224,485,Mumbai Warehouse C,2026-05-09 22:34:49
225,225,160,Kolkata Warehouse F,2026-02-22 09:28:08
226,226,467,Bengaluru Warehouse E,2025-12-13 07:34:46
227,227,146,Kolkata Warehouse F,2026-06-07 22:47:47
228,228,44,Kolkata Warehouse F,2026-04-15 20:14:52
229,229,435,Delhi Warehouse B,2026-05-25 10:08:21
230,230,405,Delhi Warehouse B,2025-12-06 23:37:40
231,231,411,Bengaluru Warehouse E,2026-01-24 05:51:13
232,232,269,Chennai Warehouse D,2026-06-06 03:31:50
233,233,238,Kolkata Warehouse F,2026-07-05 10:16:38
234,234,221,Bengaluru Warehouse E,2025-05-24 06:19:08
235,235,478,Kolkata Warehouse F,2025-12-05 04:22:03
236,236,140,Delhi Warehouse B,2026-07-04 05:14:36
237,237,78,Delhi Warehouse B,2026-06-01 13:27:23
238,238,394,Bengaluru Warehouse E,2026-06-08 22:15:25
239,239,254,Kolkata Warehouse F,2026-03-24 06:52:17
240,240,152,Chennai Warehouse D,2025-12-10 18:16:16
241,241,174,Bengaluru Warehouse E,2025-09-28 01:26:34
242,242,389,Mumbai Warehouse C,2026-05-17 13:34:58
243,243,230,Delhi Warehouse B,2025-09-20 11:06:29
244,244,127,Delhi Warehouse B,2026-03-28 22:31:09
245,245,239,Chennai Warehouse D,2026-04-05 17:04:09
246,246,110,Bengaluru Warehouse E,2025-11-21 00:43:39
247,247,344,Chennai Warehouse D,2026-06-07 01:12:42
248,248,372,Mumbai Warehouse C,2026-05-18 01:47:34
249,249,99,Mumbai Warehouse C,2026-06-28 19:13:51
250,250,143,Bengaluru Warehouse E,2026-06-30 17:44:46
251,251,285,Mumbai Warehouse C,2025-11-16 09:40:38
252,252,365,Mumbai Warehouse C,2026-04-20 09:46:26
253,253,167,Bengaluru Warehouse E,2025-12-22 23:32:11
254,254,424,Bengaluru Warehouse E,2026-05-13 09:55:12
255,255,56,Chennai Warehouse D,2026-07-06 16:43:25
256,256,400,Bengaluru Warehouse E,2026-06-22 06:05:39
257,257,322,Kolkata Warehouse F,2026-06-12 12:34:37
258,258,97,Jaipur Warehouse A,2026-03-04 22:09:20
259,259,256,Bengaluru Warehouse E,2026-05-17 21:40:14
260,260,339,Chennai Warehouse D,2026-04-02 13:09:51
261,261,279,Mumbai Warehouse C,2026-06-13 08:59:23
262,262,142,Bengaluru Warehouse E,2025-11-04 09:39:48
263,263,162,Chennai Warehouse D,2026-03-24 13:13:07
264,264,194,Chennai Warehouse D,2026-05-04 22:15:20
265,265,177,Chennai Warehouse D,2025-09-18 13:40:38
266,266,356,Mumbai Warehouse C,2026-04-09 04:30:48
267,267,342,Bengaluru Warehouse E,2025-08-03 17:09:37
268,268,51,Kolkata Warehouse F,2026-06-01 14:16:37
269,269,244,Kolkata Warehouse F,2026-02-13 05:12:57
270,270,333,Bengaluru Warehouse E,2025-09-07 20:34:00
271,271,213,Delhi Warehouse B,2025-06-14 04:52:03
272,272,152,Bengaluru Warehouse E,2026-04-21 09:26:29
273,273,268,Chennai Warehouse D,2026-03-25 01:16:19
274,274,83,Kolkata Warehouse F,2026-03-12 01:47:28
275,275,404,Mumbai Warehouse C,2026-04-28 08:19:51
276,276,167,Jaipur Warehouse A,2026-04-24 01:32:44
277,277,3,Mumbai Warehouse C,2025-12-08 15:06:18
278,278,5,Mumbai Warehouse C,2026-05-30 18:50:31
279,279,207,Kolkata Warehouse F,2026-05-30 08:59:51
280,280,112,Delhi Warehouse B,2025-12-24 05:54:23
281,281,467,Chennai Warehouse D,2026-06-15 23:29:13
282,282,269,Chennai Warehouse D,2026-04-19 20:02:01
283,283,462,Bengaluru Warehouse E,2026-04-10 15:02:25
284,284,59,Kolkata Warehouse F,2026-02-27 22:59:07
285,285,232,Delhi Warehouse B,2026-03-18 20:45:34
286,286,413,Mumbai Warehouse C,2026-06-08 14:39:47
287,287,216,Mumbai Warehouse C,2025-03-26 16:50:02
288,288,92,Delhi Warehouse B,2026-04-26 19:53:21
289,289,447,Bengaluru Warehouse E,2026-06-05 11:39:04
290,290,270,Delhi Warehouse B,2026-01-27 18:46:01
291,291,217,Bengaluru Warehouse E,2026-05-12 12:45:11
292,292,479,Kolkata Warehouse F,2025-08-23 01:06:23
293,293,123,Delhi Warehouse B,2025-03-06 10:03:07
294,294,125,Kolkata Warehouse F,2025-03-14 04:01:28
295,295,71,Bengaluru Warehouse E,2025-09-26 12:27:16
296,296,419,Mumbai Warehouse C,2026-06-18 20:54:58
297,297,140,Jaipur Warehouse A,2026-03-26 14:43:57
298,298,497,Mumbai Warehouse C,2026-06-21 02:15:48
299,299,192,Delhi Warehouse B,2026-06-10 21:59:39
300,300,412,Chennai Warehouse D,2025-06-06 21:05:57
301,301,124,Mumbai Warehouse C,2026-01-16 15:53:29
302,302,26,Mumbai Warehouse C,2026-03-17 21:45:19
303,303,370,Kolkata Warehouse F,2026-05-14 12:43:26
304,304,108,Delhi Warehouse B,2025-04-14 00:46:23
305,305,468,Delhi Warehouse B,2026-06-07 11:30:33
306,306,157,Mumbai Warehouse C,2026-02-23 17:12:50
307,307,389,Mumbai Warehouse C,2026-06-27 05:01:28
308,308,379,Delhi Warehouse B,2025-06-28 04:01:42
309,309,194,Bengaluru Warehouse E,2026-05-18 07:21:40
310,310,494,Kolkata Warehouse F,2026-05-20 03:04:12
311,311,250,Delhi Warehouse B,2026-06-14 18:54:10
312,312,483,Kolkata Warehouse F,2025-04-06 09:59:34
313,313,4,Delhi Warehouse B,2026-05-26 02:56:29
314,314,467,Chennai Warehouse D,2026-06-27 20:59:50
315,315,8,Bengaluru Warehouse E,2025-08-11 14:27:23
316,316,220,Delhi Warehouse B,2026-06-13 17:34:04
317,317,129,Mumbai Warehouse C,2026-04-06 19:40:27
318,318,356,Delhi Warehouse B,2025-11-02 09:41:23
319,319,243,Jaipur Warehouse A,2026-07-07 22:33:45
320,320,330,Mumbai Warehouse C,2026-01-10 01:29:55
321,321,243,Mumbai Warehouse C,2026-03-26 06:37:00
322,322,475,Mumbai Warehouse C,2025-06-01 11:17:52
323,323,83,Bengaluru Warehouse E,2025-11-22 20:17:19
324,324,404,Kolkata Warehouse F,2025-06-19 14:51:58
325,325,174,Bengaluru Warehouse E,2026-06-20 20:21:36
326,326,251,Delhi Warehouse B,2026-05-04 03:15:53
327,327,194,Jaipur Warehouse A,2026-07-05 15:27:25
328,328,194,Kolkata Warehouse F,2025-08-28 14:48:59
329,329,227,Mumbai Warehouse C,2026-06-20 02:47:07
330,330,285,Bengaluru Warehouse E,2026-07-02 15:20:50
331,331,305,Bengaluru Warehouse E,2025-11-21 06:39:46
332,332,371,Bengaluru Warehouse E,2025-09-12 07:57:42
333,333,154,Mumbai Warehouse C,2026-02-05 09:15:39
334,334,247,Jaipur Warehouse A,2026-01-09 01:42:54
335,335,234,Jaipur Warehouse A,2025-09-15 02:59:27
336,336,411,Mumbai Warehouse C,2026-04-12 00:50:13
337,337,308,Kolkata Warehouse F,2025-11-24 01:42:11
338,338,376,Kolkata Warehouse F,2026-04-18 04:03:56
339,339,186,Jaipur Warehouse A,2026-06-09 04:18:33
340,340,482,Kolkata Warehouse F,2026-03-16 23:19:34
341,341,344,Chennai Warehouse D,2026-01-07 20:11:43
342,342,404,Chennai Warehouse D,2025-12-24 09:04:54
343,343,278,Jaipur Warehouse A,2026-04-10 12:44:51
344,344,336,Kolkata Warehouse F,2025-11-27 16:16:57
345,345,494,Chennai Warehouse D,2025-10-26 16:53:06
346,346,285,Bengaluru Warehouse E,2026-06-21 11:50:22
347,347,353,Bengaluru Warehouse E,2026-05-02 10:38:03
348,348,59,Kolkata Warehouse F,2025-06-26 17:27:58
349,349,247,Mumbai Warehouse C,2026-05-13 05:21:45
350,350,22,Kolkata Warehouse F,2025-10-05 22:00:01
351,351,476,Kolkata Warehouse F,2025-11-14 02:38:56
352,352,490,Chennai Warehouse D,2026-02-26 05:09:05
353,353,452,Delhi Warehouse B,2026-06-05 15:22:06
354,354,142,Kolkata Warehouse F,2025-07-28 10:22:24
355,355,234,Jaipur Warehouse A,2025-12-23 20:21:08
356,356,58,Mumbai Warehouse C,2026-06-09 06:55:46
357,357,43,Kolkata Warehouse F,2026-04-17 09:39:23
358,358,355,Delhi Warehouse B,2026-05-04 08:09:44
359,359,95,Chennai Warehouse D,2026-06-22 06:45:08
360,360,95,Mumbai Warehouse C,2026-04-05 06:35:03
361,361,417,Chennai Warehouse D,2026-06-29 03:30:22
362,362,250,Delhi Warehouse B,2026-01-12 20:32:31
363,363,275,Mumbai Warehouse C,2025-08-28 23:12:22
364,364,137,Bengaluru Warehouse E,2026-01-09 15:45:54
365,365,52,Kolkata Warehouse F,2026-03-03 08:37:11
366,366,224,Jaipur Warehouse A,2025-09-09 14:28:30
367,367,315,Delhi Warehouse B,2025-10-17 09:47:27
368,368,275,Delhi Warehouse B,2026-05-11 00:24:04
369,369,460,Kolkata Warehouse F,2026-02-23 01:10:18
370,370,359,Delhi Warehouse B,2025-10-20 11:41:16
371,371,250,Delhi Warehouse B,2026-06-14 06:28:06
372,372,324,Jaipur Warehouse A,2026-01-07 13:24:28
373,373,167,Bengaluru Warehouse E,2026-01-15 13:20:01
374,374,203,Delhi Warehouse B,2026-05-14 12:40:33
375,375,280,Bengaluru Warehouse E,2025-11-10 01:26:19
376,376,401,Chennai Warehouse D,2026-05-03 22:46:13
377,377,103,Kolkata Warehouse F,2026-01-19 12:16:33
378,378,128,Jaipur Warehouse A,2026-03-01 08:50:15
379,379,219,Kolkata Warehouse F,2025-08-06 06:47:43
380,380,115,Bengaluru Warehouse E,2026-06-12 03:27:44
381,381,355,Delhi Warehouse B,2026-05-29 12:59:28
382,382,52,Mumbai Warehouse C,2026-01-01 01:13:38
383,383,35,Bengaluru Warehouse E,2026-07-03 11:29:00
384,384,321,Kolkata Warehouse F,2025-10-11 01:27:34
385,385,385,Jaipur Warehouse A,2026-02-12 00:54:27
386,386,43,Delhi Warehouse B,2026-07-09 10:06:21
387,387,434,Kolkata Warehouse F,2025-09-13 03:11:39
388,388,401,Delhi Warehouse B,2026-03-03 18:37:04
389,389,270,Jaipur Warehouse A,2025-12-02 15:07:04
390,390,349,Delhi Warehouse B,2026-05-31 19:54:19
391,391,20,Jaipur Warehouse A,2026-06-21 00:04:41
392,392,359,Chennai Warehouse D,2025-12-28 00:17:50
393,393,471,Delhi Warehouse B,2026-07-09 01:14:35
394,394,348,Kolkata Warehouse F,2026-05-27 03:56:45
395,395,473,Chennai Warehouse D,2025-06-07 01:16:09
396,396,359,Jaipur Warehouse A,2025-08-22 19:52:28
397,397,85,Mumbai Warehouse C,2025-09-08 15:47:33
398,398,268,Jaipur Warehouse A,2025-11-10 08:57:14
399,399,255,Bengaluru Warehouse E,2025-06-22 16:21:15
400,400,370,Jaipur Warehouse A,2026-06-19 16:37:33
401,401,186,Chennai Warehouse D,2026-06-30 02:53:44
402,402,214,Delhi Warehouse B,2026-06-09 22:07:18
403,403,292,Mumbai Warehouse C,2025-06-03 05:42:52
404,404,488,Chennai Warehouse D,2025-03-31 05:03:09
405,405,4,Mumbai Warehouse C,2026-03-09 16:45:23
406,406,302,Chennai Warehouse D,2025-12-28 22:35:12
407,407,119,Bengaluru Warehouse E,2025-10-15 15:31:30
408,408,434,Kolkata Warehouse F,2026-02-16 16:28:40
409,409,497,Delhi Warehouse B,2025-09-21 20:50:46
410,410,234,Kolkata Warehouse F,2025-11-19 07:06:05
411,411,38,Bengaluru Warehouse E,2026-06-11 19:42:49
412,412,435,Mumbai Warehouse C,2026-05-29 17:22:38
413,413,483,Delhi Warehouse B,2025-06-13 17:34:59
414,414,160,Chennai Warehouse D,2026-01-21 10:34:15
415,415,436,Jaipur Warehouse A,2025-08-29 22:53:21
416,416,75,Jaipur Warehouse A,2026-06-15 18:59:02
417,417,133,Delhi Warehouse B,2025-09-02 04:30:01
418,418,52,Delhi Warehouse B,2026-02-11 01:08:12
419,419,190,Kolkata Warehouse F,2025-12-10 18:41:25
420,420,462,Kolkata Warehouse F,2026-05-14 00:29:32
421,421,25,Delhi Warehouse B,2026-06-11 06:52:41
422,422,181,Delhi Warehouse B,2025-10-07 14:06:33
423,423,315,Delhi Warehouse B,2026-06-28 18:33:18
424,424,143,Chennai Warehouse D,2025-06-24 17:30:46
425,425,406,Jaipur Warehouse A,2026-05-12 13:03:54
426,426,257,Mumbai Warehouse C,2026-05-30 18:29:19
427,427,458,Mumbai Warehouse C,2025-03-10 06:28:31
428,428,126,Kolkata Warehouse F,2025-09-23 02:03:11
429,429,181,Delhi Warehouse B,2026-01-06 02:05:41
430,430,360,Kolkata Warehouse F,2025-10-23 01:38:19
431,431,277,Mumbai Warehouse C,2026-02-21 09:55:29
432,432,10,Bengaluru Warehouse E,2025-12-22 14:04:28
433,433,367,Delhi Warehouse B,2026-01-26 08:16:30
434,434,396,Jaipur Warehouse A,2026-06-03 19:26:40
435,435,154,Mumbai Warehouse C,2025-11-11 09:46:29
436,436,362,Bengaluru Warehouse E,2026-02-17 11:05:00
437,437,65,Delhi Warehouse B,2026-05-27 19:23:47
438,438,16,Delhi Warehouse B,2026-05-18 13:38:36
439,439,72,Mumbai Warehouse C,2026-06-15 03:06:41
440,440,420,Kolkata Warehouse F,2025-11-26 16:47:46
441,441,179,Mumbai Warehouse C,2025-05-17 13:41:49
442,442,452,Chennai Warehouse D,2026-05-28 04:29:15
443,443,403,Bengaluru Warehouse E,2026-05-14 20:03:54
444,444,150,Jaipur Warehouse A,2025-10-01 12:10:23
445,445,82,Kolkata Warehouse F,2025-11-17 18:06:55
446,446,360,Jaipur Warehouse A,2026-04-04 16:58:41
447,447,169,Delhi Warehouse B,2025-08-15 05:08:43
448,448,25,Chennai Warehouse D,2026-06-03 14:33:50
449,449,44,Mumbai Warehouse C,2026-06-03 16:08:16
450,450,500,Jaipur Warehouse A,2026-02-15 13:45:29
451,451,135,Jaipur Warehouse A,2026-06-29 14:30:29
452,452,95,Chennai Warehouse D,2025-11-01 06:00:21
