order_item_id,order_id,product_id,quantity,price_per_unit
110,44,478,1,43459.11
111,44,219,2,89558.82
112,45,367,1,57021.8
113,46,203,1,2730.24
114,46,291,1,60679.29
115,47,22,3,85226.01
116,48,176,3,63912.01
117,48,540,1,68007.67
118,48,445,1,15474.45
119,49,194,3,20542.57
120,50,84,3,9676.39
121,50,482,3,57519.56
122,51,539,2,86930.82
123,51,495,2,30976.41
124,51,507,3,8729.86
125,52,224,3,54536.52
126,52,314,1,57467.03
127,52,436,2,58495.39
128,52,387,2,25784.89
129,53,477,3,858.81
130,54,419,2,17991.35
131,54,377,2,259.7
132,54,510,1,62715.05
133,54,325,1,39449.53
134,55,122,1,63528.46
135,56,196,2,16438.97
136,56,142,1,9928.48
137,56,557,2,32320.47
138,57,408,1,68350.84
139,57,234,3,16539.29
140,58,473,1,14828.09
141,58,349,2,70626.45
142,58,88,3,32062.28
143,58,321,2,81133.31
144,59,512,3,43579.55
145,60,582,1,32726.62
146,61,391,3,1437.65
147,61,210,2,45757.03
148,61,401,1,22159.72
149,61,66,2,38520.32
150,62,176,1,63912.01
151,63,211,3,88296.34
152,63,239,3,55705.14
153,63,299,1,36860.67
154,64,133,3,41222.86
155,65,163,3,78153.67
156,65,589,3,1686.32
157,65,318,3,41417.0
158,65,208,2,51838.26
159,66,539,3,86930.82
160,66,337,2,12422.98
161,67,401,1,22159.72
162,67,180,1,21415.94
163,67,426,3,31093.26
164,68,246,1,45587.91
165,69,378,1,8580.93
166,70,473,2,14828.09
167,71,335,2,53522.81
168,71,476,2,76671.44
169,72,19,1,68672.47
170,72,103,2,20985.57
171,73,452,1,79716.24
172,73,367,1,57021.8
173,74,400,3,80504.3
174,75,205,1,81545.0
175,75,94,2,25028.67
176,76,46,3,10245.27
177,76,426,1,31093.26
178,77,109,2,46801.95
179,77,366,1,31501.21
180,78,378,1,8580.93
181,78,45,2,517.4
182,78,69,2,62515.69
183,79,258,3,3034.03
184,79,98,2,44357.84
185,80,341,3,73742.11
186,80,180,3,21415.94
187,81,239,1,55705.14
188,82,250,2,40640.82
189,82,82,2,76555.33
190,82,62,2,22185.86
191,82,141,1,1448.9
192,83,326,2,57143.24
193,83,41,3,14364.67
194,83,534,2,84851.09
195,84,391,2,1437.65
196,84,534,1,84851.09
197,85,145,1,35099.4
198,86,319,2,34256.91
199,86,169,1,14334.41
200,86,203,3,2730.24
201,86,251,1,33712.21
202,87,387,2,25784.89
203,87,172,3,88602.22
204,87,483,3,16465.0
205,87,452,3,79716.24
206,88,567,2,28325.69
207,88,180,2,21415.94
208,89,74,1,81641.21
209,89,342,1,59346.93
210,89,140,1,12838.98
211,89,481,1,66357.54
212,90,394,3,52861.06
213,90,502,3,18136.49
214,90,316,1,73220.52
215,91,262,3,17464.32
216,91,357,3,82696.7
217,91,522,2,76018.71
218,91,501,3,46139.31
219,92,152,2,12034.93
220,93,394,2,52861.06
221,94,513,3,1308.95
222,94,546,2,36425.85
223,94,392,3,69085.48
224,95,408,1,68350.84
225,95,316,1,73220.52
226,96,175,3,39371.52
227,96,181,1,16106.72
228,96,384,1,39719.93
229,96,191,2,59791.37
230,97,266,2,24546.72
231,97,419,3,17991.35
232,98,66,3,38520.32
233,98,351,1,61006.11
234,98,31,2,75274.28
235,99,100,1,40655.2
236,100,498,3,89521.28
237,100,485,2,23597.22
238,100,346,2,46057.73
239,101,409,2,37898.46
240,101,388,2,26738.68
241,101,59,1,49403.76
242,102,378,3,8580.93
243,102,463,3,24931.19
244,103,47,1,3955.23
245,103,334,3,24980.38
246,103,455,2,37792.16
247,104,103,3,20985.57
248,104,395,1,5398.95
249,104,301,3,47792.26
250,104,200,3,57776.88
251,105,173,3,29664.39
252,105,457,3,15723.53
253,105,119,1,24191.11
254,105,494,1,74180.18
255,106,393,3,28028.64
256,106,288,2,3048.79
257,106,226,3,45013.15
258,107,352,2,29921.87
259,108,239,2,55705.14
260,108,229,1,26273.53
261,108,266,1,24546.72
262,108,119,1,24191.11
263,109,131,3,57482.84
264,109,321,3,81133.31
265,109,390,1,37992.55
266,110,374,3,76538.54
267,110,130,3,78400.4
268,110,533,3,45448.63
269,111,151,3,453.63
270,111,291,2,60679.29
271,111,150,2,74716.64
272,111,36,3,6301.89
273,112,157,3,57049.29
274,112,216,3,77619.04
275,112,231,1,51589.51
276,113,357,3,82696.7
277,113,401,2,22159.72
278,113,74,2,81641.21
279,113,541,3,88513.11
280,114,592,2,47078.57
281,114,141,3,1448.9
282,115,152,2,12034.93
283,116,528,3,75524.69
284,117,310,2,23306.94
285,117,177,3,41515.7
286,117,385,2,80713.05
287,117,92,2,29904.06
288,118,24,3,20376.82
289,118,587,2,74765.65
290,119,496,1,65498.76
291,119,445,1,15474.45
292,119,306,2,48120.78
293,119,586,1,85262.4
294,120,213,3,74767.45
295,121,132,3,14385.21
296,122,558,3,34449.94
297,122,176,1,63912.01
298,122,434,1,63480.73
299,123,321,3,81133.31
300,123,536,1,61567.45
301,123,361,3,43716.88
302,123,552,1,60395.09
303,124,146,1,75064.64
304,124,307,1,72291.93
305,125,267,2,21686.53
306,125,391,2,1437.65
307,125,168,1,40936.39
308,126,73,3,30383.43
309,126,276,3,74462.69
310,127,27,1,42644.86
311,127,254,3,53515.47
312,127,80,1,86742.38
313,127,277,3,29258.43
314,128,281,1,33750.51
315,128,11,2,82198.62
316,129,542,2,25263.28
317,130,186,3,81831.69
318,130,354,2,63484.26
319,130,545,2,47379.48
320,130,565,3,9183.05
321,131,388,3,26738.68
322,131,582,2,32726.62
323,132,363,2,3135.02
324,132,480,2,61330.87
325,132,515,3,13548.17
326,132,294,3,53880.08
327,133,79,3,50843.47
328,134,87,3,55006.79
329,135,492,3,68163.93
330,135,510,3,62715.05
331,136,548,3,40219.92
332,136,354,3,63484.26
333,136,251,1,33712.21
334,136,541,3,88513.11
335,137,53,2,78957.05
336,137,433,1,72617.8
337,137,508,2,80527.58
338,138,3,2,37871.88
339,138,583,1,43215.1
340,139,472,2,75420.31
341,140,203,1,2730.24
342,140,87,2,55006.79
343,140,542,1,25263.28
344,140,527,2,59328.41
345,141,187,2,86202.47
346,141,550,3,46383.95
347,141,276,2,74462.69
348,141,112,1,28442.64
349,142,405,3,7956.42
350,142,432,2,21088.58
351,143,333,3,15420.26
352,143,410,3,37291.5
353,144,54,2,31241.7
354,144,351,3,61006.11
355,145,524,1,33774.35
356,145,192,2,27999.45
357,146,204,3,82581.18
358,146,486,1,84997.23
359,146,106,1,63035.08
360,146,515,3,13548.17
361,147,19,2,68672.47
362,147,205,2,81545.0
363,147,94,3,25028.67
364,147,53,2,78957.05
365,148,312,1,75547.35
366,149,54,3,31241.7
367,150,373,1,41030.67
368,150,343,3,48185.19
369,150,312,1,75547.35
370,150,115,3,71977.37
371,151,216,1,77619.04
372,151,599,1,69721.66
373,151,394,1,52861.06
374,152,198,1,27989.22
375,152,457,1,15723.53
376,153,429,3,76215.16
377,153,564,2,22710.75
378,154,171,3,10156.9
379,155,507,1,8729.86
380,155,546,2,36425.85
381,155,526,3,64566.55
382,155,77,2,89990.72
383,156,10,2,75887.1
384,156,526,3,64566.55
385,157,275,1,1463.76
386,157,566,1,59415.12
387,157,122,1,63528.46
388,158,216,1,77619.04
389,158,548,1,40219.92
390,159,333,2,15420.26
391,159,59,1,49403.76
392,159,11,3,82198.62
393,160,453,2,20515.56
394,160,226,2,45013.15
395,161,445,1,15474.45
396,161,378,2,8580.93
397,162,22,1,85226.01
398,162,318,2,41417.0
399,162,167,3,51054.63
400,163,252,3,4267.24
401,163,466,3,87683.9
402,163,413,1,24620.64
403,163,103,3,20985.57
404,164,255,2,33277.53
405,164,86,1,24300.92
406,165,88,2,32062.28
407,165,208,3,51838.26
408,165,143,2,58358.18
409,166,22,1,85226.01
410,167,395,1,5398.95
411,167,151,3,453.63
412,167,362,2,37522.61
413,167,294,3,53880.08
414,168,122,1,63528.46
415,168,370,3,78059.87
416,168,87,1,55006.79
417,169,294,2,53880.08
418,169,357,2,82696.7
419,169,107,3,80069.18
420,170,328,2,7566.01
421,170,152,2,12034.93
422,171,131,2,57482.84
423,171,187,2,86202.47
424,171,395,2,5398.95
425,172,552,3,60395.09
426,172,547,1,19815.39
427,172,505,2,6938.33
428,172,546,1,36425.85
429,173,372,3,33889.48
430,174,565,1,9183.05
431,174,432,1,21088.58
432,175,56,1,85407.93
433,175,109,2,46801.95
434,175,596,3,36913.29
435,176,187,3,86202.47
436,176,482,1,57519.56
437,177,294,1,53880.08
438,178,516,1,76425.33
439,178,165,2,10515.7
440,179,95,1,20626.99
441,179,535,3,9760.05
442,179,387,1,25784.89
443,180,321,1,81133.31
444,180,415,2,27885.03
445,180,390,3,37992.55
446,180,169,2,14334.41
447,181,67,1,68969.07
448,182,584,3,11683.08
449,183,290,1,89356.64
450,183,408,2,68350.84
451,183,513,2,1308.95
452,184,25,2,6574.18
453,184,392,3,69085.48
454,185,165,3,10515.7
455,185,514,3,46814.15
456,186,41,3,14364.67
457,186,397,3,70511.24
458,186,245,1,44943.25
459,186,214,1,3520.14
460,187,317,1,17434.5
461,187,561,2,85237.75
462,188,184,3,28073.62
463,189,41,2,14364.67
464,189,373,3,41030.67
465,189,294,3,53880.08
466,189,411,1,57420.97
467,190,86,2,24300.92
468,190,424,2,43215.98
469,190,519,3,10858.88
470,191,163,1,78153.67
471,191,584,2,11683.08
472,191,409,2,37898.46
473,191,75,3,16518.27
474,192,205,2,81545.0
475,192,412,2,21461.1
476,192,337,3,12422.98
477,192,67,2,68969.07
478,193,328,1,7566.01
479,193,582,3,32726.62
480,194,277,1,29258.43
481,194,259,1,62205.92
482,194,181,2,16106.72
483,194,86,2,24300.92
484,195,439,2,9548.1
485,196,364,3,10365.35
486,196,585,3,5219.9
487,196,399,1,46067.21
488,196,11,1,82198.62
489,197,325,3,39449.53
490,197,117,3,37510.03
491,197,417,1,4594.77
492,197,270,2,81731.74
493,198,387,2,25784.89
494,198,222,1,32824.34
495,199,467,2,19181.87
496,199,424,3,43215.98
497,199,421,2,4033.13
498,199,361,3,43716.88
499,200,292,1,14128.9
500,200,448,1,26905.58
501,200,291,1,60679.29
502,200,102,3,49767.9
503,201,297,2,20048.64
504,202,201,2,24695.66
505,203,520,2,50229.36
506,203,291,3,60679.29
507,204,158,2,45597.49
508,205,403,3,24557.96
509,205,53,2,78957.05
510,206,237,1,53343.4
511,206,102,3,49767.9
512,206,130,3,78400.4
513,206,517,2,87318.03
514,207,157,1,57049.29
515,208,192,2,27999.45
516,208,246,1,45587.91
517,208,228,3,40792.43
518,209,594,1,25636.35
519,210,269,1,36739.29
520,210,185,2,55426.75
521,210,96,2,49890.64
522,211,385,1,80713.05
523,211,322,2,59297.21
524,211,462,1,79033.84
525,211,165,1,10515.7
526,212,125,3,56167.69
527,212,198,1,27989.22
528,212,31,3,75274.28
529,213,130,2,78400.4
530,214,447,2,14306.92
531,214,525,1,9804.14
532,214,410,1,37291.5
533,214,198,3,27989.22
534,215,434,3,63480.73
535,215,279,2,41991.47
536,215,327,2,61235.6
537,215,111,1,37164.73
538,216,301,1,47792.26
539,216,544,1,75912.97
540,216,361,1,43716.88
541,216,408,2,68350.84
542,217,126,3,78538.99
543,217,10,1,75887.1
544,217,327,3,61235.6
545,218,540,1,68007.67
546,218,223,3,11534.46
547,219,326,1,57143.24
548,219,328,2,7566.01
549,219,203,2,2730.24
550,219,202,1,37456.74
551,220,591,2,43504.24
552,220,22,1,85226.01
553,221,346,3,46057.73
554,222,506,2,4696.2
555,222,49,3,2424.82
556,222,403,2,24557.96
557,223,143,1,58358.18
558,224,54,2,31241.7
559,225,277,2,29258.43
560,225,175,1,39371.52
561,225,142,1,9928.48
562,225,598,2,43524.6
563,226,288,1,3048.79
564,226,330,2,17026.78
565,226,495,2,30976.41
566,226,232,3,35953.77
567,227,222,2,32824.34
568,228,158,1,45597.49
569,228,517,2,87318.03
570,228,109,2,46801.95
571,228,134,2,32433.53
572,229,592,2,47078.57
573,229,105,1,6611.6
574,229,151,3,453.63
575,230,544,1,75912.97
576,230,464,3,4625.33
577,230,361,1,43716.88
578,230,272,2,78930.54
579,231,101,3,85292.6
580,231,51,2,73883.17
581,231,392,1,69085.48
582,232,52,3,77817.89
583,233,232,2,35953.77
584,233,415,1,27885.03
585,233,402,1,72318.77
586,234,97,1,43187.54
587,235,192,2,27999.45
588,235,341,1,73742.11
589,236,361,2,43716.88
590,237,234,1,16539.29
591,237,538,1,70629.78
592,237,516,1,76425.33
593,238,260,2,18818.29
594,238,374,2,76538.54
595,238,470,3,63475.13
596,238,14,2,68068.24
597,239,152,2,12034.93
598,240,199,2,70074.54
599,241,401,2,22159.72
600,241,428,1,87662.39
601,241,283,1,5744.87
602,242,113,3,37308.63
603,242,9,1,48164.76
604,242,511,2,16476.2
605,243,465,1,28122.25
606,244,52,2,77817.89
607,245,443,1,9307.28
608,245,600,2,9204.02
609,246,268,2,37313.46
610,247,568,1,61225.3
611,247,205,2,81545.0
612,247,309,3,17817.02
613,247,313,3,6302.52
614,248,480,2,61330.87
615,248,363,2,3135.02
616,248,438,2,76596.98
617,249,595,2,52102.25
618,249,525,1,9804.14
619,250,531,1,37263.54
620,250,472,2,75420.31
621,250,56,3,85407.93
622,250,87,1,55006.79
623,251,210,3,45757.03
624,252,118,1,82982.76
625,252,69,1,62515.69
626,253,57,2,27972.76
627,253,125,1,56167.69
628,253,308,1,4304.25
629,253,415,3,27885.03
630,254,175,3,39371.52
631,254,524,3,33774.35
632,255,401,2,22159.72
633,255,396,2,10924.98
634,255,110,2,87220.16
635,256,44,3,45584.73
636,256,364,2,10365.35
637,256,143,2,58358.18
638,256,480,1,61330.87
639,257,526,2,64566.55
640,257,65,3,72166.21
641,257,179,3,46040.4
642,257,156,3,6798.47
643,258,386,3,22450.22
644,258,484,3,58967.23
645,258,185,3,55426.75
646,258,590,3,16131.51
647,259,163,1,78153.67
648,260,394,1,52861.06
649,260,431,1,75334.38
650,261,179,2,46040.4
651,262,201,2,24695.66
652,262,259,2,62205.92
653,263,99,1,7848.25
654,264,195,3,3588.72
655,264,213,2,74767.45
656,264,585,2,5219.9
657,264,486,3,84997.23
658,265,530,1,82447.74
659,265,306,1,48120.78
660,266,70,1,18772.73
661,266,162,3,86103.89
662,266,295,3,19709.78
663,267,597,2,50906.39
664,268,143,1,58358.18
665,269,355,1,33047.21
666,270,278,1,27313.74
667,270,43,1,14158.22
668,271,201,3,24695.66
669,272,129,1,22127.93
670,272,441,1,22607.77
671,272,438,2,76596.98
672,272,563,1,76731.15
673,273,11,1,82198.62
674,274,130,2,78400.4
675,275,491,3,86885.44
676,275,126,1,78538.99
677,275,79,2,50843.47
678,275,257,3,43343.3
679,276,540,2,68007.67
680,276,274,3,72830.49
681,277,534,2,84851.09
682,277,237,3,53343.4
683,278,117,2,37510.03
684,278,22,2,85226.01
685,278,511,3,16476.2
686,278,35,2,43014.61
687,279,46,1,10245.27
688,279,230,3,20335.9
689,279,211,2,88296.34
690,279,389,3,57498.79
691,280,29,3,65592.58
692,280,350,3,28837.07
693,281,548,3,40219.92
694,281,475,3,54181.55
695,281,435,3,52823.3
696,282,88,2,32062.28
697,282,256,2,24043.63
698,282,556,3,60661.23
699,283,128,2,81326.48
700,284,38,1,60340.39
701,284,368,2,47997.82
702,284,492,1,68163.93
703,284,570,3,23837.47
704,285,266,1,24546.72
705,285,507,3,8729.86
706,285,131,1,57482.84
707,286,567,3,28325.69
708,287,241,2,43684.75
709,288,426,2,31093.26
710,288,74,1,81641.21
711,288,437,1,34177.89
712,289,482,1,57519.56
713,289,302,2,8502.27
714,289,32,1,77844.61
715,290,221,1,65466.93
716,290,388,3,26738.68
717,290,597,3,50906.39
718,291,552,3,60395.09
719,291,125,2,56167.69
720,291,541,3,88513.11
721,291,53,3,78957.05
722,292,250,2,40640.82
723,292,337,1,12422.98
724,292,249,2,4792.96
725,293,574,2,45293.62
726,293,518,3,7277.99
727,293,79,2,50843.47
728,294,599,2,69721.66
729,294,142,2,9928.48
730,294,267,1,21686.53
731,294,294,1,53880.08
732,295,171,1,10156.9
733,296,75,3,16518.27
734,296,136,3,19865.61
735,297,47,1,3955.23
736,298,447,3,14306.92
737,298,297,1,20048.64
738,298,489,3,28343.58
739,298,138,3,67322.78
740,299,181,1,16106.72
741,299,521,2,50696.46
742,299,287,2,52131.35
743,299,100,2,40655.2
744,300,147,3,85558.85
745,300,43,3,14158.22
746,301,295,2,19709.78
747,302,145,3,35099.4
748,302,99,3,7848.25
749,302,212,1,69479.82
750,303,289,2,33931.97
751,303,585,3,5219.9
752,304,506,2,4696.2
753,304,270,3,81731.74
754,304,89,3,1110.57
755,304,141,1,1448.9
756,305,323,1,83611.97
757,306,252,1,4267.24
758,307,482,1,57519.56
759,307,156,3,6798.47
760,307,497,2,64056.69
761,308,183,2,39909.28
762,308,40,3,19340.26
763,309,358,3,10701.01
764,309,496,3,65498.76
765,310,502,2,18136.49
766,310,402,2,72318.77
767,310,366,1,31501.21
768,310,557,1,32320.47
769,311,327,3,61235.6
770,311,117,1,37510.03
771,311,356,2,55094.5
772,311,408,2,68350.84
773,312,268,2,37313.46
774,312,326,2,57143.24
775,312,422,2,61551.52
776,313,227,1,19467.42
777,313,587,3,74765.65
778,313,171,1,10156.9
779,313,549,3,82449.73
780,314,362,3,37522.61
781,314,567,1,28325.69
782,314,65,3,72166.21
783,315,340,3,2616.07
784,315,424,3,43215.98
785,315,221,1,65466.93
786,316,309,3,17817.02
787,316,25,3,6574.18
788,316,236,1,17826.91
789,317,517,3,87318.03
790,318,332,3,35023.4
791,318,436,1,58495.39
792,318,525,2,9804.14
793,319,386,1,22450.22
794,319,299,2,36860.67
795,319,440,3,15275.29
796,319,96,2,49890.64
797,320,464,1,4625.33
798,321,341,1,73742.11
799,321,148,3,35951.94
800,321,86,1,24300.92
801,322,145,2,35099.4
802,323,346,2,46057.73
803,323,155,3,5661.12
804,323,38,3,60340.39
805,324,242,3,87787.6
806,324,330,2,17026.78
807,324,473,3,14828.09
808,325,166,3,2799.0
809,326,144,1,4271.14
810,326,561,2,85237.75
811,326,429,1,76215.16
812,326,409,2,37898.46
813,327,145,3,35099.4
814,327,298,3,50114.39
815,328,484,2,58967.23
816,328,474,3,24362.71
817,328,216,3,77619.04
818,329,184,1,28073.62
819,329,154,2,53510.21
820,329,482,3,57519.56
821,329,69,1,62515.69
822,330,359,3,51816.58
823,331,377,3,259.7
824,331,413,3,24620.64
825,331,261,3,82107.75
826,332,578,3,75170.53
827,332,105,3,6611.6
828,332,130,3,78400.4
829,333,238,1,4281.47
830,334,436,3,58495.39
831,334,484,1,58967.23
832,334,335,1,53522.81
833,334,310,3,23306.94
834,335,171,3,10156.9
835,335,285,1,40203.35
836,336,26,2,21571.82
837,336,375,3,74584.26
838,337,370,3,78059.87
839,337,539,2,86930.82
840,337,200,2,57776.88
841,337,6,1,26526.41
842,338,45,3,517.4
843,338,260,1,18818.29
844,338,281,3,33750.51
845,338,59,2,49403.76
846,339,182,1,57939.67
847,339,135,2,77882.05
848,340,322,1,59297.21
849,341,529,2,9498.15
850,341,15,3,53709.78
851,341,413,3,24620.64
852,342,86,1,24300.92
853,342,177,2,41515.7
854,342,455,3,37792.16
855,343,582,1,32726.62
856,343,89,1,1110.57
857,343,580,1,36643.63
858,343,475,1,54181.55
859,344,472,2,75420.31
860,344,84,3,9676.39
861,344,253,3,80402.23
862,345,294,3,53880.08
863,345,183,2,39909.28
864,345,286,2,50378.99
865,345,144,1,4271.14
866,346,364,3,10365.35
867,346,593,3,31675.5
868,346,373,2,41030.67
869,346,358,3,10701.01
870,347,445,3,15474.45
871,347,356,3,55094.5
872,348,268,3,37313.46
873,348,33,3,38185.07
874,348,119,1,24191.11
875,348,530,2,82447.74
876,349,368,1,47997.82
877,350,560,3,78753.07
878,350,191,2,59791.37
879,350,23,3,36028.51
880,350,450,3,15539.73
881,351,411,3,57420.97
882,351,308,1,4304.25
883,351,42,2,27083.21
884,351,240,2,72460.0
885,352,582,1,32726.62
886,352,143,3,58358.18
887,353,472,3,75420.31
888,353,1,1,22190.29
889,354,158,2,45597.49
890,354,569,1,49739.13
891,355,249,2,4792.96
892,355,99,1,7848.25
893,355,397,2,70511.24
894,355,132,2,14385.21
895,356,228,3,40792.43
896,357,142,1,9928.48
897,357,512,1,43579.55
898,358,185,2,55426.75
899,358,436,2,58495.39
900,358,155,3,5661.12
901,358,292,2,14128.9
902,359,104,1,59573.24
903,359,415,2,27885.03
904,359,13,1,38672.36
905,360,311,2,15399.06
906,361,115,3,71977.37
907,361,184,2,28073.62
908,361,435,3,52823.3
909,362,446,1,88676.79
910,362,50,1,34551.25
911,362,476,2,76671.44
912,362,289,2,33931.97
913,363,556,2,60661.23
914,364,38,1,60340.39
915,364,545,1,47379.48
916,364,406,1,21983.04
917,365,537,2,9401.7
918,365,583,1,43215.1
919,366,433,1,72617.8
920,366,411,3,57420.97
921,366,23,2,36028.51
922,367,197,3,87268.06
923,368,282,3,78606.53
924,368,191,1,59791.37
925,368,284,3,76931.84
926,368,514,2,46814.15
927,369,274,1,72830.49
928,369,474,1,24362.71
929,369,326,1,57143.24
930,370,555,3,82005.59
931,370,399,1,46067.21
932,370,488,2,80376.49
933,371,400,2,80504.3
934,371,262,1,17464.32
935,372,312,2,75547.35
936,372,299,3,36860.67
937,372,323,2,83611.97
938,373,291,3,60679.29
939,374,217,3,80074.89
940,374,114,2,24180.65
941,375,328,3,7566.01
942,375,372,3,33889.48
943,375,109,3,46801.95
944,376,294,2,53880.08
945,376,461,2,68301.29
946,376,161,1,8571.06
947,376,182,3,57939.67
948,377,30,1,16676.23
949,377,230,3,20335.9
950,378,94,3,25028.67
951,378,380,3,7197.9
952,378,24,1,20376.82
953,378,399,1,46067.21
954,379,331,2,31980.5
955,379,136,1,19865.61
956,380,340,1,2616.07
957,381,395,3,5398.95
958,381,73,3,30383.43
959,381,428,1,87662.39
960,381,267,3,21686.53
961,382,373,2,41030.67
962,383,174,2,63388.68
963,384,470,3,63475.13
964,385,37,3,3767.8
965,385,144,2,4271.14
966,385,152,1,12034.93
967,386,487,1,26991.35
968,386,451,3,44119.89
969,386,302,3,8502.27
970,387,29,3,65592.58
971,387,217,2,80074.89
972,388,353,3,35722.3
973,388,160,3,28263.62
974,389,538,1,70629.78
975,389,494,2,74180.18
976,390,123,2,45304.75
977,390,202,2,37456.74
978,390,366,3,31501.21
979,391,338,3,87190.52
980,392,58,2,59909.66
981,393,182,2,57939.67
982,393,42,1,27083.21
983,393,273,3,89020.13
984,393,566,1,59415.12
985,394,476,2,76671.44
986,394,101,3,85292.6
987,394,550,1,46383.95
988,394,53,1,78957.05
989,395,583,2,43215.1
990,395,10,1,75887.1
991,395,596,3,36913.29
992,396,181,3,16106.72
993,396,337,2,12422.98
994,396,520,3,50229.36
995,396,495,2,30976.41
996,397,327,3,61235.6
997,398,199,1,70074.54
998,398,112,1,28442.64
999,399,106,3,63035.08
1000,399,308,1,4304.25
1001,399,216,2,77619.04
1002,399,585,1,5219.9
1003,400,276,2,74462.69
1004,400,235,2,14985.21
1005,400,270,1,81731.74
1006,400,484,2,58967.23
1007,401,436,2,58495.39
1008,401,577,1,82626.59
1009,401,403,2,24557.96
1010,402,302,2,8502.27
1011,402,383,2,57812.54
1012,402,25,2,6574.18
1013,403,249,1,4792.96
1014,404,256,1,24043.63
1015,404,287,1,52131.35
1016,404,385,3,80713.05
1017,404,61,2,30298.91
1018,405,156,1,6798.47
1019,405,155,3,5661.12
1020,405,307,1,72291.93
1021,405,588,2,83026.2
1022,406,70,2,18772.73
1023,406,322,2,59297.21
1024,407,262,1,17464.32
1025,407,24,3,20376.82
1026,407,144,2,4271.14
1027,408,33,2,38185.07
1028,408,517,2,87318.03
1029,408,335,3,53522.81
1030,408,552,2,60395.09
1031,409,545,1,47379.48
1032,410,156,3,6798.47
1033,410,339,3,25369.95
1034,410,75,2,16518.27
1035,410,187,2,86202.47
1036,411,20,2,10244.72
1037,411,9,1,48164.76
1038,411,231,2,51589.51
1039,411,331,1,31980.5
1040,412,589,3,1686.32
1041,412,364,3,10365.35
1042,413,131,3,57482.84
1043,414,214,2,3520.14
1044,414,207,1,41247.8
1045,415,455,3,37792.16
1046,416,96,1,49890.64
1047,417,124,3,1577.21
1048,417,501,3,46139.31
1049,418,468,1,6091.4
1050,419,235,2,14985.21
1051,419,87,1,55006.79
1052,419,400,2,80504.3
1053,420,144,1,4271.14
1054,420,482,1,57519.56
1055,421,179,1,46040.4
1056,421,532,3,56249.25
1057,422,272,1,78930.54
1058,422,329,2,8417.53
1059,422,30,1,16676.23
1060,423,162,1,86103.89
1061,423,103,2,20985.57
1062,424,138,2,67322.78
1063,424,1,2,22190.29
1064,424,319,1,34256.91
1065,424,488,2,80376.49
1066,425,147,3,85558.85
1067,425,231,1,51589.51
1068,426,337,3,12422.98
