order_id,user_id,shipping_address_id,total_amount,order_status,order_date
176,40,62,316126.97,Delivered,2026-03-29 02:20:34
177,370,601,53880.08,Pending,2025-12-21 20:16:06
178,31,51,97456.73,Cancelled,2026-04-25 06:36:43
179,364,588,75692.03,Delivered,2025-12-06 01:47:09
180,310,494,279549.84,Shipped,2026-07-02 19:46:02
181,15,25,68969.07,Delivered,2025-08-18 04:43:06
182,104,158,35049.24,Delivered,2025-07-16 16:10:19
183,162,254,228676.22,Delivered,2025-09-07 16:48:41
184,209,322,220404.8,Cancelled,2026-02-05 01:15:35
185,41,63,171989.55,Delivered,2025-07-09 20:46:44
186,174,270,303091.12,Pending,2025-10-17 20:47:01
187,322,513,187910.0,Delivered,2025-03-27 15:46:48
188,144,223,84220.86,Delivered,2025-10-12 11:15:57
189,474,782,370882.56,Pending,2025-04-17 06:53:52
190,188,293,167610.44,Delivered,2026-05-11 03:58:57
191,5,8,226871.56,Delivered,2025-04-02 18:53:49
192,44,69,381219.28,Delivered,2025-04-05 03:45:33
193,20,34,105745.87,Delivered,2026-01-11 00:49:48
194,110,169,172279.63,Delivered,2025-06-24 06:30:47
195,110,169,19096.2,Delivered,2025-06-02 23:28:04
196,275,438,175021.58,Cancelled,2025-05-15 19:27:46
197,8,15,398936.93,Delivered,2026-01-02 06:01:28
198,112,171,84394.12,Cancelled,2025-12-03 08:39:01
199,155,241,307228.58,Delivered,2026-02-04 23:32:47
200,91,135,251017.47,Shipped,2026-03-08 13:50:00
201,325,517,40097.28,Pending,2026-02-05 23:20:19
202,115,176,49391.32,Delivered,2026-03-15 10:20:38
203,361,583,282496.59,Delivered,2025-01-16 21:46:11
204,461,763,91194.98,Delivered,2025-02-05 09:05:56
205,221,341,231587.98,Delivered,2026-03-18 15:44:11
206,463,767,612484.36,Delivered,2026-02-16 18:44:37
207,48,73,57049.29,Shipped,2025-01-30 21:58:06
208,381,624,223964.1,Shipped,2025-04-22 09:35:28
209,141,220,25636.35,Pending,2025-05-02 16:03:29
210,236,367,247374.07,Delivered,2025-04-04 04:03:12
211,250,394,288857.01,Cancelled,2025-06-23 08:12:03
212,248,389,422315.13,Shipped,2025-05-14 00:34:16
213,16,28,156800.8,Delivered,2025-04-28 15:02:21
214,334,535,159677.14,Cancelled,2026-01-08 18:19:35
215,85,127,434061.06,Shipped,2026-01-24 21:50:37
216,86,129,304123.79,Delivered,2026-02-12 04:22:54
217,191,297,495210.87,Cancelled,2025-05-03 15:44:07
218,288,457,102611.05,Delivered,2025-11-06 11:56:06
219,458,758,115192.48,Cancelled,2025-12-04 13:59:32
220,308,492,172234.49,Delivered,2026-04-15 04:13:40
221,431,707,138173.19,Shipped,2025-02-08 17:52:57
222,163,256,65782.78,Delivered,2025-11-17 22:57:34
223,53,79,58358.18,Delivered,2025-07-03 23:55:49
224,98,149,62483.4,Shipped,2025-10-24 12:24:46
225,156,242,194866.06,Delivered,2025-08-03 20:13:48
226,63,93,206916.48,Shipped,2026-04-04 20:33:07
227,39,61,65648.68,Delivered,2025-02-26 19:27:25
228,390,641,378704.51,Cancelled,2025-09-10 04:50:50
229,143,222,102129.63,Cancelled,2025-05-18 12:50:28
230,236,367,291366.92,Delivered,2025-08-06 04:42:17
231,171,266,472729.62,Delivered,2025-12-19 19:11:06
232,312,497,233453.67,Shipped,2026-02-17 19:44:55
233,123,190,172111.34,Delivered,2026-02-28 07:39:15
234,178,279,43187.54,Delivered,2026-04-19 04:05:14
235,88,132,129741.01,Delivered,2026-06-24 07:00:31
236,499,825,87433.76,Delivered,2025-03-11 18:57:23
237,24,41,163594.4,Cancelled,2026-03-27 14:37:05
238,252,397,517275.53,Delivered,2026-03-10 20:51:58
239,139,217,24069.86,Cancelled,2026-02-18 08:37:10
240,296,475,140149.08,Delivered,2025-10-17 04:04:23
241,90,134,137726.7,Delivered,2026-06-22 10:42:52
242,408,670,193043.05,Delivered,2026-03-27 03:21:11
243,250,394,28122.25,Delivered,2025-03-02 04:32:19
244,157,245,155635.78,Delivered,2025-12-11 05:47:56
245,366,592,27715.32,Cancelled,2025-05-01 19:04:53
246,416,683,74626.92,Delivered,2025-12-05 05:09:02
247,72,106,296673.92,Delivered,2025-07-24 04:43:08
248,270,428,282125.74,Delivered,2026-07-04 03:35:03
249,387,635,114008.64,Delivered,2026-05-03 20:19:06
250,65,95,499334.74,Delivered,2026-06-15 11:10:56
251,443,733,137271.09,Cancelled,2025-04-15 07:51:20
252,155,241,145498.45,Shipped,2025-01-16 00:15:05
253,243,378,200072.55,Shipped,2026-02-07 20:52:45
254,75,111,219437.61,Delivered,2025-06-03 13:04:05
255,52,78,240609.72,Cancelled,2025-10-23 07:42:10
256,6,12,335532.12,Pending,2025-02-06 11:21:47
257,184,286,504148.34,Cancelled,2025-10-08 22:44:18
258,402,659,458927.13,Delivered,2025-11-12 23:21:49
259,317,504,78153.67,Delivered,2025-03-04 11:35:44
260,390,641,128195.44,Delivered,2025-07-13 18:51:50
261,391,642,92080.8,Pending,2026-04-27 02:36:00
262,358,579,173803.16,Delivered,2025-10-31 07:30:49
263,417,686,7848.25,Delivered,2025-06-09 08:39:13
264,280,444,425732.55,Delivered,2025-10-02 15:19:09
265,193,300,130568.52,Delivered,2026-03-29 01:46:12
266,115,176,336213.74,Delivered,2025-07-25 06:05:50
267,317,503,101812.78,Cancelled,2026-03-11 01:05:21
268,216,333,58358.18,Delivered,2025-06-15 17:48:02
269,253,398,33047.21,Pending,2026-03-24 23:02:28
270,307,491,41471.96,Shipped,2026-03-15 07:18:42
271,156,242,74086.98,Delivered,2025-01-27 15:43:52
272,247,388,274660.81,Cancelled,2025-11-07 16:31:44
273,471,778,82198.62,Delivered,2025-07-14 23:48:52
274,448,741,156800.8,Delivered,2025-02-24 04:23:17
275,180,281,570912.15,Delivered,2025-08-26 02:58:05
276,483,799,354506.81,Delivered,2026-03-15 06:56:59
277,249,392,329732.38,Delivered,2025-03-12 22:20:27
278,121,188,380929.9,Cancelled,2026-05-30 19:09:53
279,254,400,420342.02,Delivered,2025-11-04 03:57:38
280,466,771,283288.95,Cancelled,2025-08-02 21:57:53
281,414,678,441674.31,Delivered,2026-03-16 18:09:02
282,68,99,294195.51,Cancelled,2025-08-17 00:37:46
283,338,543,162652.96,Cancelled,2026-06-02 05:22:55
284,237,368,296012.37,Delivered,2025-12-18 16:30:12
285,226,348,108219.14,Cancelled,2025-07-30 09:35:53
286,95,142,84977.07,Delivered,2026-04-06 09:56:47
287,348,561,87369.5,Cancelled,2026-03-06 18:33:25
288,122,189,178005.62,Pending,2025-09-21 01:08:52
289,311,495,152368.71,Delivered,2025-09-28 04:35:15
290,109,168,298402.14,Cancelled,2026-02-11 17:55:48
291,490,809,795931.13,Pending,2025-07-04 10:29:36
292,226,348,103290.54,Delivered,2025-08-08 01:55:46
293,376,614,214108.15,Delivered,2025-10-19 01:57:13
294,424,694,234866.89,Delivered,2026-03-04 13:53:12
295,452,746,10156.9,Shipped,2025-05-30 17:52:18
296,65,95,109151.64,Delivered,2025-12-12 02:14:57
297,61,90,3955.23,Pending,2025-09-29 11:26:00
298,472,780,349968.48,Delivered,2025-12-25 16:00:56
299,333,532,303072.74,Delivered,2025-11-01 16:03:17
300,166,261,299151.21,Cancelled,2025-09-15 10:43:47
301,51,77,39419.56,Delivered,2025-08-20 04:53:17
302,311,495,198322.77,Cancelled,2025-07-09 22:43:38
303,4,7,83523.64,Delivered,2025-01-31 00:31:25
304,367,595,259368.23,Shipped,2025-04-14 03:51:16
305,81,121,83611.97,Shipped,2025-08-13 11:01:36
306,431,706,4267.24,Pending,2026-05-18 19:53:03
307,193,300,206028.35,Delivered,2026-06-18 00:06:34
308,223,344,137839.34,Pending,2026-01-27 03:08:45
309,315,501,228599.31,Pending,2026-05-16 03:11:03
310,450,744,244732.2,Delivered,2025-07-10 02:48:18
311,340,547,468107.51,Delivered,2025-04-10 23:01:33
312,260,410,312016.44,Delivered,2025-11-24 16:25:16
313,174,270,501270.46,Shipped,2025-09-07 15:03:19
314,411,674,357392.15,Cancelled,2025-03-22 02:25:56
315,441,731,202963.08,Delivered,2025-08-24 09:29:12
316,204,314,91000.51,Delivered,2025-02-12 20:15:09
317,419,688,261954.09,Delivered,2025-03-17 22:57:38
318,377,615,183173.87,Pending,2025-06-10 21:43:03
319,235,365,241778.71,Delivered,2025-03-29 10:09:19
320,9,17,4625.33,Delivered,2025-11-12 18:04:40
321,245,384,205898.85,Pending,2025-04-05 14:56:46
322,443,733,70198.8,Delivered,2026-04-16 21:57:19
323,393,646,290119.99,Delivered,2025-07-25 18:03:54
324,407,668,341900.63,Shipped,2026-03-10 18:30:40
325,359,580,8397.0,Delivered,2025-10-29 19:17:44
326,454,751,326758.72,Delivered,2026-01-30 14:54:31
327,166,261,255641.37,Pending,2026-03-24 22:11:14
328,412,676,423879.71,Pending,2026-02-18 09:56:27
329,85,128,370168.41,Delivered,2025-01-18 15:04:48
330,32,52,155449.74,Delivered,2026-04-17 17:26:03
331,146,227,320964.27,Cancelled,2026-04-09 23:16:49
332,375,610,480547.59,Delivered,2025-08-16 11:18:31
333,343,552,4281.47,Delivered,2025-06-22 13:45:35
334,166,261,357897.03,Delivered,2025-02-20 12:52:37
335,160,252,70674.05,Delivered,2026-02-27 04:41:41
336,62,92,266896.42,Delivered,2026-06-01 11:52:41
337,192,298,550121.42,Delivered,2025-01-19 06:56:54
338,332,530,220429.54,Shipped,2026-05-24 09:40:17
339,20,34,213703.77,Pending,2025-02-02 09:33:36
340,29,49,59297.21,Cancelled,2026-05-21 03:27:14
341,171,267,253987.56,Pending,2025-05-22 10:22:08
342,34,54,220708.8,Delivered,2026-02-04 13:06:59
343,141,220,124662.37,Delivered,2025-04-12 10:21:31
344,404,662,421076.48,Pending,2025-06-28 22:58:32
345,383,626,346487.92,Delivered,2025-09-09 03:53:54
346,358,579,240286.92,Delivered,2025-08-04 11:28:44
347,428,701,211706.85,Shipped,2025-05-11 22:32:13
348,263,417,415582.18,Delivered,2025-07-30 13:27:18
349,302,482,47997.82,Cancelled,2025-09-18 09:27:01
350,96,144,510546.67,Delivered,2025-09-05 21:23:29
351,371,603,375653.58,Delivered,2026-04-22 18:22:09
352,86,130,207801.16,Cancelled,2026-04-19 14:06:42
353,411,674,248451.22,Delivered,2026-01-02 07:02:23
354,440,728,140934.11,Delivered,2025-12-16 01:51:39
355,468,774,187227.07,Delivered,2026-06-14 04:33:57
356,37,59,122377.29,Cancelled,2026-01-25 06:44:44
357,313,499,53508.03,Pending,2025-03-12 00:24:37
358,155,241,273085.44,Delivered,2025-03-24 02:51:21
359,204,314,154015.66,Delivered,2026-01-07 02:47:14
360,335,538,30798.12,Delivered,2025-11-19 00:17:38
361,191,297,430549.25,Shipped,2025-09-28 06:02:11
362,486,803,344434.86,Shipped,2025-06-13 11:46:27
363,218,337,121322.46,Delivered,2026-06-19 06:50:33
364,153,238,129702.91,Delivered,2026-04-18 18:07:25
365,458,757,62018.5,Shipped,2025-10-06 06:28:00
366,263,417,316937.73,Pending,2025-09-30 08:32:24
367,335,538,261804.18,Shipped,2025-03-13 13:56:50
368,192,299,620034.78,Cancelled,2025-06-27 03:47:29
369,10,19,154336.44,Delivered,2026-06-05 11:20:03
370,424,694,452836.96,Delivered,2026-04-12 15:30:51
371,438,724,178472.92,Delivered,2026-02-02 13:33:41
372,177,275,428900.65,Cancelled,2025-06-21 05:02:05
373,290,461,182037.87,Cancelled,2025-11-29 15:29:11
374,194,301,288585.97,Delivered,2025-03-27 07:50:05
375,210,324,264772.32,Delivered,2025-06-29 03:12:09
376,440,729,426752.81,Cancelled,2026-01-30 08:21:34
377,197,306,77683.93,Delivered,2025-12-01 21:06:36
378,167,262,163123.74,Pending,2025-05-20 07:01:05
379,189,294,83826.61,Shipped,2025-05-27 02:10:10
380,124,192,2616.07,Shipped,2026-01-04 09:14:07
381,350,566,260069.12,Shipped,2025-11-22 14:51:05
382,247,388,82061.34,Delivered,2025-08-26 13:13:38
383,54,80,126777.36,Cancelled,2025-08-02 21:20:16
384,108,166,190425.39,Delivered,2025-03-27 10:33:15
385,170,265,31880.61,Delivered,2026-07-08 08:46:29
386,484,801,184857.83,Pending,2026-03-27 21:34:30
387,76,114,356927.52,Delivered,2025-11-05 10:30:15
388,187,290,191957.76,Pending,2026-01-16 11:26:45
389,268,426,218990.14,Shipped,2025-10-31 14:02:03
390,159,250,260026.61,Delivered,2025-07-04 05:26:28
391,187,290,261571.56,Pending,2025-11-16 12:24:53
392,139,217,119819.32,Cancelled,2026-03-02 08:32:04
393,354,573,469438.06,Cancelled,2025-07-07 08:33:53
394,32,52,534561.68,Delivered,2025-07-06 18:30:54
395,278,441,273057.17,Shipped,2026-04-20 17:00:15
396,129,200,285807.02,Delivered,2026-04-23 02:03:13
397,226,348,183706.8,Shipped,2025-06-01 12:05:11
398,49,75,98517.18,Pending,2025-10-03 23:23:23
399,257,405,353867.47,Cancelled,2025-09-16 13:31:40
400,167,262,378562.0,Pending,2026-06-02 13:56:53
401,373,607,248733.29,Shipped,2025-09-12 22:29:15
402,10,20,145777.98,Delivered,2025-06-17 01:31:31
403,258,406,4792.96,Delivered,2025-08-11 19:02:27
404,400,656,378911.95,Cancelled,2026-06-29 05:32:21
405,242,377,262126.16,Delivered,2025-03-09 11:15:01
406,272,431,156139.88,Delivered,2026-06-30 14:31:08
407,186,289,87137.06,Cancelled,2025-06-14 13:21:09
408,468,774,532364.81,Pending,2025-01-23 14:00:48
409,35,56,47379.48,Delivered,2026-03-26 02:04:57
410,393,646,301946.74,Shipped,2025-08-14 01:08:09
411,295,472,203813.72,Pending,2025-01-15 22:26:46
412,346,557,36155.01,Shipped,2026-02-28 11:59:21
413,52,78,172448.52,Pending,2026-03-01 07:42:27
414,489,807,48288.08,Delivered,2025-09-22 08:18:58
415,71,104,113376.48,Delivered,2025-04-16 14:56:18
416,102,155,49890.64,Pending,2025-11-02 13:07:30
417,468,773,143149.56,Cancelled,2025-05-17 12:21:32
418,410,673,6091.4,Delivered,2026-01-17 06:10:24
419,185,288,245985.81,Shipped,2025-03-02 17:23:04
420,91,135,61790.7,Shipped,2025-04-20 09:07:45
421,317,504,214788.15,Delivered,2025-05-13 07:41:24
422,255,402,112441.83,Delivered,2025-09-05 17:27:42
423,277,440,128075.03,Cancelled,2026-04-20 20:59:16
424,496,819,374036.03,Delivered,2026-01-06 17:39:52
425,253,398,308266.06,Delivered,2025-04-18 17:41:48
426,116,177,201254.33,Cancelled,2025-06-03 09:41:31
427,297,476,2730.24,Pending,2025-11-06 01:28:46
428,74,110,179869.8,Delivered,2025-02-06 11:55:54
429,110,169,439448.75,Delivered,2026-05-08 14:06:20
430,135,209,32320.47,Delivered,2025-10-21 19:57:51
431,365,590,75871.78,Delivered,2025-04-19 02:23:19
432,102,156,323792.74,Pending,2026-02-23 05:25:20
433,186,289,274180.94,Shipped,2026-07-03 19:24:26
434,277,440,114841.94,Delivered,2025-06-17 01:12:32
435,70,102,217331.67,Delivered,2025-01-11 06:35:30
436,422,691,268982.92,Delivered,2025-07-18 07:50:20
437,64,94,233072.51,Shipped,2025-06-19 20:58:10
438,339,545,206029.96,Delivered,2025-08-31 02:26:59
439,116,177,61104.42,Cancelled,2025-03-20 19:07:10
440,464,769,116809.64,Shipped,2026-05-23 07:24:45
441,341,549,371606.78,Cancelled,2025-04-01 18:03:23
442,185,288,165283.5,Cancelled,2025-11-12 19:56:26
443,482,797,253090.37,Cancelled,2026-05-13 20:58:28
444,435,714,274574.97,Cancelled,2025-10-16 12:34:55
445,286,455,259902.68,Cancelled,2025-11-18 17:09:47
446,469,775,389554.23,Delivered,2026-05-22 16:14:39
447,492,813,10766.16,Delivered,2025-09-18 16:40:42
448,276,439,82581.18,Pending,2025-11-16 02:43:17
449,365,591,327112.03,Delivered,2026-06-10 02:45:39
450,292,465,262674.72,Delivered,2025-09-19 12:44:45
451,332,529,344662.89,Delivered,2025-05-03 22:01:05
452,295,472,243844.37,Cancelled,2025-08-02 02:34:09
453,165,260,124003.47,Shipped,2025-07-21 18:27:46
454,368,596,226260.93,Delivered,2026-01-07 09:34:04
455,287,456,110189.0,Pending,2026-03-21 04:26:29
456,76,113,17234.61,Delivered,2026-06-24 17:31:55
457,307,491,196882.98,Cancelled,2025-12-11 15:15:13
458,74,110,288956.5,Pending,2026-06-24 04:45:27
459,33,53,61351.15,Cancelled,2025-05-16 05:07:13
460,49,75,151563.38,Cancelled,2026-04-01 20:11:21
461,47,72,306149.58,Delivered,2025-08-01 08:10:32
462,451,745,171350.74,Delivered,2026-03-19 17:37:33
463,490,809,578540.96,Pending,2025-06-06 09:33:39
464,294,468,105363.15,Cancelled,2025-12-19 07:11:54
465,479,792,214467.98,Delivered,2025-04-04 17:04:12
466,476,788,227593.51,Delivered,2026-03-12 15:05:44
467,470,777,45448.63,Cancelled,2026-06-07 08:57:14
468,388,639,197020.91,Delivered,2026-05-25 14:05:21
469,252,397,432447.11,Pending,2025-09-17 17:27:52
470,97,145,212442.88,Pending,2025-09-06 13:07:42
471,495,818,162929.31,Delivered,2025-11-05 23:04:55
472,51,77,370921.32,Delivered,2025-06-04 05:47:57
473,196,305,157035.3,Delivered,2026-06-30 11:09:07
474,73,107,212528.5,Cancelled,2026-05-08 22:30:58
475,194,302,271283.19,Cancelled,2025-06-07 04:28:15
476,82,122,500453.74,Delivered,2025-03-03 15:39:20
477,487,804,132009.92,Shipped,2026-03-17 21:17:21
478,43,67,244909.85,Shipped,2025-07-17 18:34:51
479,292,465,201228.39,Delivered,2025-05-09 14:43:50
480,95,141,460720.22,Pending,2025-09-28 21:25:04
